customer_id,first_name,last_name,customer_city,customer_country,birthdate,marital_status,yearly_income,gender,total_children,education,acct_open_date,member_card,occupation,homeowner
5195,J. Michael,Hughes,Ballard,USA,5/27/1944,M,$30K - $50K,M,0,High School Degree,7/22/1993,Bronze,Skilled Manual,Y
5196,Ted,Case,Salem,USA,10/23/1946,M,$50K - $70K,F,3,Bachelors Degree,9/5/1992,Golden,Management,Y
5197,Patrick,Espinoza,Palo Alto,USA,6/1/1941,S,$10K - $30K,M,4,Partial High School,10/24/1990,Normal,Skilled Manual,Y
5198,Phyllis,Versteeg,Victoria,Canada,10/13/1917,M,$110K - $130K,F,3,High School Degree,9/7/1992,Bronze,Professional,Y
5199,Marion,Bruno,W. Linn,USA,11/16/1914,M,$150K +,F,4,Graduate Degree,10/8/1992,Golden,Professional,Y
5200,Anthony,Ball,Coronado,USA,8/3/1914,M,$10K - $30K,M,3,High School Degree,3/19/1992,Normal,Skilled Manual,Y
5201,Thomas,Wagner,Pomona,USA,6/7/1952,S,$30K - $50K,M,4,High School Degree,9/13/1991,Bronze,Manual,N
5202,David,Carroll,Daly City,USA,10/26/1945,S,$30K - $50K,F,1,High School Degree,7/1/1992,Bronze,Skilled Manual,Y
5203,Mariam,Carey,Beverly Hills,USA,9/7/1921,M,$50K - $70K,M,5,Bachelors Degree,6/25/1992,Bronze,Professional,Y
5204,Jeff,Spero,Yakima,USA,11/23/1933,M,$70K - $90K,F,1,Bachelors Degree,12/6/1992,Bronze,Professional,Y
5205,Alice,Wrinkle,Mill Valley,USA,11/26/1943,M,$10K - $30K,F,5,Partial High School,1/2/1992,Normal,Manual,Y
5206,Darla,Wong,Lebanon,USA,3/15/1941,S,$10K - $30K,M,1,Partial High School,4/11/1990,Normal,Skilled Manual,Y
5207,Tricia,Cherry,Haney,Canada,8/17/1954,S,$50K - $70K,M,0,Partial College,2/5/1991,Silver,Skilled Manual,N
5208,Richard (Chris),Wolski,Pomona,USA,4/8/1977,M,$90K - $110K,M,4,Partial High School,2/23/1990,Bronze,Professional,N
5209,Larry,Clementi,Redwood City,USA,6/11/1960,S,$70K - $90K,M,0,Bachelors Degree,2/2/1991,Bronze,Management,N
5210,Theresa,Coakley,Tacoma,USA,8/23/1964,S,$30K - $50K,F,1,High School Degree,11/5/1992,Bronze,Manual,Y
5211,Allen,Skinner,Langford,Canada,9/15/1948,M,$10K - $30K,F,0,Partial High School,10/6/1993,Normal,Skilled Manual,Y
5212,Elena,Campbell,Metchosin,Canada,11/8/1911,M,$30K - $50K,F,1,High School Degree,9/12/1991,Bronze,Skilled Manual,Y
5213,Steven,Weldon,Imperial Beach,USA,4/10/1938,S,$30K - $50K,F,1,High School Degree,9/13/1991,Golden,Manual,N
5214,Kortney,Irving,Newport Beach,USA,7/3/1958,S,$130K - $150K,F,3,Bachelors Degree,5/21/1991,Bronze,Professional,Y
5215,Frances,Aochi,Santa Cruz,USA,4/4/1917,S,$30K - $50K,M,4,High School Degree,2/18/1993,Bronze,Skilled Manual,Y
5216,Charlie,Worthington,Bremerton,USA,9/15/1949,M,$30K - $50K,F,2,Partial College,3/24/1993,Bronze,Management,Y
5217,Herman,Baldwin,Royal Oak,Canada,6/27/1961,M,$30K - $50K,F,1,High School Degree,8/27/1994,Bronze,Skilled Manual,N
5218,Thomas,Ritacco,Oak Bay,Canada,7/17/1916,S,$90K - $110K,F,3,High School Degree,2/15/1990,Bronze,Professional,N
5219,Diane,Biondo,Puyallup,USA,11/11/1912,S,$30K - $50K,M,4,High School Degree,9/9/1992,Silver,Skilled Manual,N
5220,Daniel,Lincoln,Santa Monica,USA,1/8/1968,M,$30K - $50K,M,4,High School Degree,11/14/1991,Bronze,Manual,Y
5221,Consuelo,Warrick,San Andres,Mexico,9/9/1940,M,$30K - $50K,F,1,High School Degree,8/8/1992,Bronze,Manual,Y
5222,Lester,Dooley,Los Angeles,USA,8/22/1970,M,$50K - $70K,M,2,Bachelors Degree,11/25/1993,Bronze,Management,N
5223,Melody,McClelland,Orizaba,Mexico,1/5/1957,M,$30K - $50K,M,0,High School Degree,5/16/1991,Bronze,Manual,Y
5224,Elizabeth,Bailey,Richmond,USA,5/20/1942,S,$50K - $70K,F,2,Bachelors Degree,1/4/1993,Normal,Professional,N
5225,William,Brennan,Seattle,USA,4/20/1957,S,$30K - $50K,F,3,High School Degree,3/27/1991,Bronze,Manual,Y
5226,Eric,Barry,Downey,USA,5/13/1935,M,$130K - $150K,M,0,Graduate Degree,1/11/1994,Silver,Professional,Y
5227,Michael,Chellew,Vancouver,Canada,4/17/1959,M,$10K - $30K,M,2,Partial High School,8/10/1993,Normal,Manual,Y
5228,Carol,Exposito,San Diego,USA,2/8/1954,S,$10K - $30K,F,3,Partial High School,5/7/1990,Normal,Manual,N
5229,Brandon,Smith,Metchosin,Canada,2/7/1943,M,$10K - $30K,F,3,Partial High School,2/5/1993,Normal,Manual,Y
5230,Rachel,Stanley,Corvallis,USA,2/24/1925,M,$30K - $50K,M,3,High School Degree,8/21/1991,Bronze,Manual,Y
5231,Adam,Suggett,Arcadia,USA,10/6/1928,M,$50K - $70K,F,2,Bachelors Degree,2/16/1990,Bronze,Professional,Y
5232,Jennifer,Ridley,Downey,USA,10/14/1922,M,$10K - $30K,F,4,Partial High School,2/3/1993,Normal,Skilled Manual,Y
5233,Pamela,Wallin,Los Angeles,USA,4/24/1966,M,$70K - $90K,F,2,Graduate Degree,1/19/1991,Bronze,Professional,Y
5234,French,Thurman,Mexico City,Mexico,2/10/1953,M,$90K - $110K,F,3,High School Degree,3/2/1991,Bronze,Management,Y
5235,Geraldine,Lewis,N. Vancouver,Canada,5/13/1923,S,$10K - $30K,F,3,Partial High School,9/4/1992,Normal,Skilled Manual,N
5236,Rita,Bell,Langford,Canada,3/7/1941,M,$30K - $50K,M,2,Partial College,8/6/1992,Bronze,Management,N
5237,Meredith,Estep,Sedro Woolley,USA,2/3/1935,S,$50K - $70K,F,3,Bachelors Degree,4/11/1994,Bronze,Professional,Y
5238,Maureen,Arquello,Olympia,USA,12/24/1940,S,$10K - $30K,M,3,Partial High School,3/25/1993,Normal,Manual,Y
5239,Hazel,Ice,San Andres,Mexico,1/5/1959,M,$10K - $30K,M,4,Partial High School,5/13/1993,Normal,Manual,Y
5240,Mark,Dwier,Burien,USA,2/17/1975,S,$30K - $50K,F,0,Partial College,9/26/1992,Bronze,Management,N
5241,Alan,Hitchcock,Downey,USA,11/25/1965,S,$110K - $130K,F,5,High School Degree,8/19/1992,Bronze,Professional,Y
5242,Margaret,Cheney,N. Vancouver,Canada,5/5/1962,M,$50K - $70K,F,4,Bachelors Degree,5/11/1994,Bronze,Professional,Y
5243,Theresa,Lefebvre,San Carlos,USA,4/17/1960,M,$30K - $50K,F,2,High School Degree,8/7/1991,Bronze,Manual,N
5244,Gisela,Larson,Beverly Hills,USA,10/5/1918,S,$70K - $90K,F,5,Bachelors Degree,3/19/1993,Silver,Professional,N
5245,John,Quinones,Milwaukie,USA,9/12/1950,M,$10K - $30K,M,2,Partial High School,7/14/1993,Normal,Manual,Y
5246,Robert,Stedillie,Tlaxiaco,Mexico,5/27/1964,M,$10K - $30K,F,3,Partial High School,10/2/1991,Normal,Manual,N
5247,Karen,Snyder,Richmond,Canada,9/6/1929,M,$30K - $50K,M,2,Partial College,3/5/1993,Silver,Professional,N
5248,Maxine,Watts,Colma,USA,10/22/1968,S,$30K - $50K,M,3,High School Degree,11/17/1993,Bronze,Manual,Y
5249,Vicki,Dawson,Lakewood,USA,8/18/1961,S,$70K - $90K,F,4,Graduate Degree,9/14/1990,Bronze,Professional,N
5250,Mary,Wiggins,Bellflower,USA,6/13/1922,M,$30K - $50K,F,3,Partial College,7/21/1992,Bronze,Management,Y
5251,Tom,McGough,Novato,USA,5/13/1924,S,$50K - $70K,F,2,Bachelors Degree,10/21/1991,Bronze,Management,N
5252,Pat,Bailey,Vancouver,Canada,11/5/1974,M,$30K - $50K,F,4,Partial High School,8/4/1993,Bronze,Skilled Manual,Y
5253,Carolyn,Leon,Woodland Hills,USA,3/11/1952,M,$130K - $150K,M,1,Partial High School,11/16/1990,Silver,Professional,Y
5254,Mona,Vietor,Ladner,Canada,10/2/1919,M,$30K - $50K,M,4,High School Degree,7/28/1991,Bronze,Skilled Manual,Y
5255,Joanne,Camp,National City,USA,4/23/1958,S,$10K - $30K,M,5,Partial High School,8/24/1994,Normal,Skilled Manual,N
5256,Paula,Lapierre,Olympia,USA,4/17/1948,M,$10K - $30K,M,3,Partial High School,9/7/1991,Normal,Skilled Manual,Y
5257,Wilma,Daugherty,Woodburn,USA,9/22/1970,S,$150K +,F,3,Partial High School,7/8/1993,Silver,Professional,Y
5258,Connie,Cammon,Santa Anita,Mexico,3/10/1941,M,$10K - $30K,M,0,Partial High School,8/14/1992,Normal,Manual,N
5259,John,Welsh,Bellflower,USA,9/19/1971,M,$30K - $50K,M,2,High School Degree,11/18/1992,Bronze,Manual,Y
5260,Mary,Dotson,Sooke,Canada,12/4/1961,S,$10K - $30K,M,3,Partial High School,2/27/1991,Normal,Manual,N
5261,Zachary,Valencia,Richmond,Canada,8/9/1955,M,$30K - $50K,F,0,Partial College,3/19/1993,Bronze,Management,Y
5262,Jeff,Kincaid,Lakewood,USA,11/21/1931,S,$70K - $90K,M,5,Bachelors Degree,5/14/1991,Bronze,Professional,Y
5263,Sharon,Buclatin,Oakland,USA,12/24/1928,M,$30K - $50K,M,2,High School Degree,6/15/1991,Bronze,Manual,Y
5264,Margorie,Butcher,Renton,USA,12/22/1941,S,$10K - $30K,F,1,Partial High School,10/23/1993,Normal,Manual,N
5265,Sandra,Antonio,N. Vancouver,Canada,10/26/1978,S,$10K - $30K,M,1,Partial High School,5/18/1992,Normal,Skilled Manual,N
5266,Kelley,Stone,N. Vancouver,Canada,12/7/1959,S,$30K - $50K,F,4,High School Degree,3/6/1992,Bronze,Skilled Manual,Y
5267,Clifford,Shindelus,Edmonds,USA,10/15/1935,M,$130K - $150K,F,2,Partial High School,2/3/1992,Bronze,Professional,Y
5268,Cheryl,Inskeep,Concord,USA,1/4/1947,M,$10K - $30K,M,2,Partial High School,8/11/1993,Normal,Manual,N
5269,Reynaldo,Hollas,Cliffside,Canada,1/7/1957,S,$30K - $50K,M,1,Bachelors Degree,8/7/1992,Bronze,Professional,N
5270,John,Bates,Santa Fe,Mexico,5/23/1956,M,$30K - $50K,M,4,High School Degree,12/16/1991,Bronze,Skilled Manual,Y
5271,Allison,Baker,Issaquah,USA,8/10/1961,S,$50K - $70K,M,1,Bachelors Degree,3/20/1990,Golden,Professional,N
5272,Joshua,Vail,N. Vancouver,Canada,5/2/1913,M,$50K - $70K,M,4,Bachelors Degree,11/27/1993,Bronze,Professional,Y
5273,Yvonne,Vaccaro,Newton,Canada,7/4/1967,M,$10K - $30K,M,1,Partial High School,6/26/1993,Normal,Skilled Manual,N
5274,Ricardo,Bowley,Bellflower,USA,11/28/1912,S,$30K - $50K,M,3,Partial College,7/12/1991,Bronze,Clerical,N
5275,Shawn,Stineman,Everett,USA,11/23/1962,M,$30K - $50K,F,3,High School Degree,6/13/1992,Golden,Skilled Manual,Y
5276,Nelda,Clark,Edmonds,USA,2/16/1926,S,$50K - $70K,F,4,Bachelors Degree,5/20/1994,Bronze,Management,Y
5277,Dan,Sutton,Sooke,Canada,5/18/1952,M,$90K - $110K,M,5,Partial College,4/21/1990,Bronze,Professional,Y
5278,Daniel,Velasco,Beaverton,USA,8/11/1972,S,$30K - $50K,M,1,High School Degree,12/1/1994,Bronze,Skilled Manual,N
5279,Robert,Hayden,Long Beach,USA,5/11/1931,M,$150K +,M,3,Partial High School,11/25/1990,Golden,Professional,Y
5280,Siu Ping,Barker,Lakewood,USA,2/7/1976,S,$10K - $30K,F,5,Partial High School,12/3/1994,Normal,Skilled Manual,N
5281,Mary,Ketchum,Santa Anita,Mexico,7/8/1975,S,$10K - $30K,M,5,Partial High School,6/6/1991,Normal,Manual,N
5282,William,Moreschini,Anacortes,USA,9/24/1930,S,$70K - $90K,F,2,Graduate Degree,8/8/1993,Bronze,Professional,N
5283,Jack,Moore,Langley,Canada,4/3/1938,S,$130K - $150K,F,3,Partial College,7/13/1992,Bronze,Professional,N
5284,Tamara,Beveridge,Acapulco,Mexico,2/16/1912,M,$50K - $70K,F,3,Bachelors Degree,9/18/1994,Bronze,Management,N
5285,Patrick,Hambright,Long Beach,USA,10/17/1955,M,$10K - $30K,F,0,Partial High School,6/12/1991,Normal,Skilled Manual,N
5286,Karen,Chessman,Marysville,USA,2/14/1927,S,$50K - $70K,M,2,Bachelors Degree,9/2/1992,Silver,Professional,N
5287,John,Batouche,Cliffside,Canada,3/13/1972,S,$70K - $90K,F,4,Graduate Degree,3/20/1991,Bronze,Professional,N
5288,Joan,Eberhart,Albany,USA,7/28/1956,M,$30K - $50K,F,4,High School Degree,5/6/1992,Golden,Skilled Manual,Y
5289,Lori,Carara,Bellflower,USA,5/28/1972,M,$70K - $90K,F,5,Bachelors Degree,7/2/1993,Golden,Management,Y
5290,Melanie,Caputo,Langley,Canada,6/21/1949,S,$30K - $50K,M,1,Partial College,5/13/1993,Bronze,Clerical,N
5291,Brian,Strother,Palo Alto,USA,5/25/1973,S,$30K - $50K,M,4,Partial College,8/27/1991,Bronze,Clerical,N
5292,Catherine,Turnwall,Burlingame,USA,3/16/1969,M,$30K - $50K,F,3,Partial High School,7/15/1991,Silver,Manual,Y
5293,Marwan,Gieger,Pomona,USA,4/15/1957,S,$110K - $130K,F,2,Partial College,3/13/1994,Bronze,Professional,Y
5294,Eleanor,Svoboda,Camacho,Mexico,3/5/1939,S,$10K - $30K,F,4,Partial High School,7/17/1991,Normal,Skilled Manual,N
5295,Ida,Rodriguez,Spokane,USA,11/14/1942,S,$30K - $50K,M,3,High School Degree,4/23/1991,Bronze,Skilled Manual,Y
5296,Dennis,Easterling,El Cajon,USA,9/4/1943,M,$10K - $30K,F,5,Partial High School,1/26/1993,Normal,Manual,N
5297,Samantha,Woodering,San Gabriel,USA,11/2/1974,M,$30K - $50K,M,1,High School Degree,10/25/1993,Bronze,Manual,N
5298,Mary,Colvin,San Gabriel,USA,9/16/1961,S,$70K - $90K,M,2,Graduate Degree,12/8/1993,Bronze,Professional,N
5299,Frank,Martinez,Mill Valley,USA,4/2/1943,M,$10K - $30K,M,2,Partial High School,4/26/1993,Bronze,Skilled Manual,Y
5300,Gina,Armistead,San Francisco,USA,10/13/1949,M,$110K - $130K,M,5,Partial High School,6/13/1993,Silver,Management,Y
5301,Charlotte,Clark,Newport Beach,USA,6/22/1966,M,$70K - $90K,F,2,Bachelors Degree,2/15/1993,Bronze,Professional,N
5302,Judith,Kent,Lake Oswego,USA,2/5/1958,S,$10K - $30K,F,2,Partial High School,10/18/1991,Normal,Skilled Manual,Y
5303,Patricia,Vrins,Olympia,USA,3/12/1977,M,$110K - $130K,M,3,Bachelors Degree,3/17/1992,Bronze,Professional,Y
5304,Larry,Collier,Everett,USA,3/25/1923,M,$110K - $130K,F,4,Partial High School,7/3/1991,Bronze,Management,Y
5305,Angelina,Supernaw,Milwaukie,USA,12/6/1913,S,$30K - $50K,M,4,High School Degree,6/23/1991,Bronze,Skilled Manual,N
5306,Rubie Leona,Bowers,Metchosin,Canada,10/24/1922,M,$150K +,F,1,High School Degree,6/2/1992,Golden,Management,Y
5307,William,Lloyd,Arcadia,USA,5/25/1978,M,$10K - $30K,F,3,Partial High School,9/24/1993,Normal,Skilled Manual,Y
5308,Rosella,Valdez,Glendale,USA,11/12/1936,M,$70K - $90K,M,2,Bachelors Degree,4/9/1991,Bronze,Professional,Y
5309,Robert,Schlup,Burlingame,USA,11/20/1968,M,$10K - $30K,F,4,Partial High School,7/4/1991,Normal,Skilled Manual,Y
5310,Audrey,Fulghum,Anacortes,USA,7/7/1912,S,$70K - $90K,M,4,Graduate Degree,11/17/1991,Bronze,Professional,N
5311,Louise,Ayotte,West Covina,USA,11/13/1947,M,$30K - $50K,M,2,High School Degree,4/20/1993,Bronze,Manual,Y
5312,Barbara,Verdugo,N. Vancouver,Canada,11/3/1916,S,$50K - $70K,M,2,Bachelors Degree,9/21/1992,Bronze,Professional,Y
5313,Catherine,Tejeda,Lemon Grove,USA,10/26/1979,M,$30K - $50K,F,3,Partial High School,7/18/1993,Golden,Skilled Manual,Y
5314,Sue,Case,Lemon Grove,USA,7/21/1940,S,$30K - $50K,M,3,Partial College,8/9/1992,Bronze,Clerical,Y
5315,Joseph,Morrow,San Andres,Mexico,6/20/1942,M,$10K - $30K,M,2,Partial High School,7/10/1993,Normal,Manual,N
5316,Michael,Cornish,Santa Cruz,USA,12/12/1922,M,$10K - $30K,F,4,Partial High School,6/21/1992,Normal,Skilled Manual,Y
5317,Doris,Stogner,Redmond,USA,4/18/1971,S,$30K - $50K,M,3,Partial College,9/20/1994,Bronze,Management,N
5318,Frederick,Neill,Orizaba,Mexico,11/10/1937,S,$50K - $70K,M,3,Bachelors Degree,5/5/1990,Bronze,Management,Y
5319,Gilma,Barton,Redwood City,USA,8/14/1918,S,$50K - $70K,F,2,Bachelors Degree,6/28/1993,Golden,Professional,N
5320,Robert,Kelly,Chula Vista,USA,5/24/1966,M,$70K - $90K,M,2,Bachelors Degree,7/11/1990,Bronze,Professional,Y
5321,Ruth,Webb,Shawnee,Canada,10/15/1980,M,$110K - $130K,F,1,High School Degree,5/12/1992,Bronze,Management,Y
5322,Robert,Buscaglia,Santa Monica,USA,4/3/1951,M,$10K - $30K,F,4,Partial High School,6/18/1991,Bronze,Manual,N
5323,Zachariah,Shrader,Metchosin,Canada,9/12/1911,S,$30K - $50K,M,1,Bachelors Degree,6/10/1990,Silver,Professional,N
5324,Safron,Thurman,Tixapan,Mexico,12/24/1971,S,$150K +,M,2,Partial College,8/20/1994,Silver,Professional,N
5325,Ginny,Hughes,Grossmont,USA,8/2/1965,M,$110K - $130K,F,2,Partial High School,6/21/1992,Bronze,Management,Y
5326,Kathryn,Anaya,Richmond,Canada,3/25/1953,M,$50K - $70K,M,0,Bachelors Degree,6/4/1990,Bronze,Professional,N
5327,Merry,Brewer,Novato,USA,4/28/1950,M,$70K - $90K,M,1,Bachelors Degree,4/20/1993,Bronze,Professional,Y
5328,Christine,Bartley,Anacortes,USA,1/15/1951,M,$70K - $90K,F,1,Bachelors Degree,11/13/1992,Bronze,Professional,N
5329,Diane,Weathers,Salem,USA,10/19/1918,S,$30K - $50K,M,1,Partial High School,6/7/1991,Bronze,Skilled Manual,Y
5330,Donna,Hawk,Langford,Canada,4/11/1912,M,$30K - $50K,F,5,Partial High School,11/11/1991,Golden,Manual,Y
5331,Megan,Vanzandt,National City,USA,11/8/1945,M,$90K - $110K,F,2,Partial High School,11/8/1991,Normal,Professional,Y
5332,Luz,Engstrom,Arcadia,USA,2/24/1957,M,$30K - $50K,F,3,Graduate Degree,9/27/1992,Bronze,Professional,Y
5333,Carole,Moran,Santa Fe,Mexico,2/28/1968,S,$70K - $90K,M,2,Bachelors Degree,9/24/1991,Normal,Management,Y
5334,Edna,Stuart,Shawnee,Canada,5/16/1966,S,$50K - $70K,M,0,Bachelors Degree,3/5/1992,Normal,Professional,N
5335,Matthew,Seiler,Seattle,USA,10/18/1979,S,$10K - $30K,M,5,Partial High School,12/26/1993,Normal,Skilled Manual,N
5336,Kerri,Casolari,Langley,Canada,6/9/1931,S,$10K - $30K,F,2,Partial High School,9/6/1992,Normal,Skilled Manual,N
5337,Mary,Brooks,Bellingham,USA,8/12/1915,S,$10K - $30K,M,5,Partial High School,3/4/1992,Normal,Skilled Manual,N
5338,Debra,Gutierez,National City,USA,7/6/1924,M,$90K - $110K,M,2,Graduate Degree,5/18/1993,Bronze,Professional,Y
5339,Sharron,Steffanson,Lake Oswego,USA,10/12/1916,M,$90K - $110K,M,2,Partial High School,11/8/1994,Bronze,Professional,Y
5340,Hubert,Trujillo,Beaverton,USA,9/21/1938,M,$50K - $70K,F,2,Bachelors Degree,2/26/1992,Bronze,Professional,Y
5341,Max,Lash,Olympia,USA,1/23/1964,M,$10K - $30K,F,2,Partial High School,10/15/1992,Normal,Skilled Manual,Y
5342,William,Smith,Issaquah,USA,4/16/1914,M,$10K - $30K,F,0,Partial High School,9/7/1992,Normal,Manual,Y
5343,Albert,Thomas,Mexico City,Mexico,1/16/1943,S,$30K - $50K,F,4,High School Degree,9/18/1993,Bronze,Skilled Manual,N
5344,Myrtle,Kulkriwes,San Jose,USA,9/12/1918,S,$70K - $90K,M,1,High School Degree,2/8/1993,Bronze,Management,N
5345,Michelle,McCarty,Woodland Hills,USA,3/13/1917,M,$10K - $30K,F,0,Partial High School,5/26/1994,Normal,Skilled Manual,Y
5346,Johnetta,Bogaert,Bremerton,USA,5/2/1943,M,$90K - $110K,F,2,Bachelors Degree,10/12/1992,Bronze,Professional,Y
5347,Carol,Wynn,Woodland Hills,USA,11/8/1950,S,$150K +,F,3,High School Degree,5/6/1990,Bronze,Professional,Y
5348,Clara,Till,Hidalgo,Mexico,9/21/1924,S,$10K - $30K,F,3,Partial High School,11/22/1993,Normal,Skilled Manual,N
5349,Christina,Ansaldo,Edmonds,USA,9/6/1979,M,$50K - $70K,F,1,Bachelors Degree,8/16/1990,Silver,Professional,N
5350,Carol,Mitchell,Walla Walla,USA,8/19/1939,S,$50K - $70K,M,2,High School Degree,7/22/1991,Bronze,Skilled Manual,Y
5351,Therresa,Smith,Santa Fe,Mexico,10/18/1914,S,$30K - $50K,F,5,Partial College,4/24/1994,Bronze,Management,N
5352,Kindra,Vernon,Shawnee,Canada,3/6/1968,M,$30K - $50K,F,1,High School Degree,8/14/1990,Bronze,Manual,Y
5353,Darla,Myers,Yakima,USA,4/17/1926,S,$30K - $50K,M,3,High School Degree,10/10/1992,Bronze,Manual,N
5354,Marcial,Adamski,Ballard,USA,2/26/1961,S,$90K - $110K,F,3,High School Degree,8/20/1991,Bronze,Management,Y
5355,Regina,Albritton,Lynnwood,USA,11/15/1911,S,$150K +,M,2,Bachelors Degree,3/19/1991,Silver,Professional,Y
5356,Patrick,Abbott,Bellingham,USA,10/6/1976,M,$50K - $70K,M,1,Bachelors Degree,2/6/1991,Bronze,Management,Y
5357,George,McCane,Beaverton,USA,2/16/1977,S,$70K - $90K,M,0,Bachelors Degree,9/4/1993,Bronze,Professional,Y
5358,Barbara,Towery,Bremerton,USA,1/6/1959,M,$150K +,F,1,Bachelors Degree,2/9/1990,Golden,Management,Y
5359,Long,Byrge,Torrance,USA,6/4/1950,M,$50K - $70K,M,1,Bachelors Degree,7/4/1990,Silver,Professional,Y
5360,Jennifer,Rocconi,Milwaukie,USA,10/23/1957,S,$30K - $50K,M,2,High School Degree,7/18/1992,Bronze,Skilled Manual,N
5361,Milton,Morrow,National City,USA,12/22/1918,S,$10K - $30K,M,4,Partial High School,12/5/1990,Normal,Manual,Y
5362,Margie,Simoni,National City,USA,2/20/1917,S,$30K - $50K,F,2,Partial College,2/14/1991,Bronze,Manual,Y
5363,Heather,Smith,Metchosin,Canada,4/22/1957,S,$30K - $50K,M,3,Partial High School,5/6/1990,Bronze,Manual,Y
5364,Clyde,Drake,Oakland,USA,11/5/1963,M,$50K - $70K,M,0,Bachelors Degree,7/19/1991,Silver,Management,N
5365,Barbara,Velasquez,El Cajon,USA,6/14/1979,S,$30K - $50K,F,2,Partial High School,12/10/1990,Bronze,Skilled Manual,N
5366,David,White,Issaquah,USA,3/25/1972,S,$30K - $50K,F,2,Partial High School,11/24/1993,Silver,Skilled Manual,N
5367,Doug,Tingey,Novato,USA,3/5/1920,M,$50K - $70K,M,3,Bachelors Degree,5/23/1990,Bronze,Management,N
5368,Margaret,Prutch,Lincoln Acres,USA,7/1/1949,M,$10K - $30K,F,4,Partial High School,9/9/1993,Normal,Skilled Manual,Y
5369,Abi,Spencer,Langford,Canada,2/26/1927,S,$30K - $50K,M,3,High School Degree,6/12/1990,Bronze,Skilled Manual,N
5370,Charles,Yates,La Jolla,USA,10/16/1936,M,$10K - $30K,F,3,Partial High School,12/21/1991,Normal,Manual,N
5371,Carolyn,Waterbury,Sooke,Canada,6/17/1922,S,$10K - $30K,M,0,Partial High School,4/16/1992,Normal,Manual,N
5372,Marion,Scott,Metchosin,Canada,11/5/1949,S,$10K - $30K,F,3,Partial High School,10/1/1990,Normal,Skilled Manual,N
5373,Karen,Bustamante,Imperial Beach,USA,11/13/1912,S,$30K - $50K,M,2,High School Degree,5/10/1993,Bronze,Manual,N
5374,Curtis,Pollard,Spokane,USA,7/27/1926,M,$30K - $50K,M,3,High School Degree,8/23/1993,Golden,Manual,Y
5375,Denise,Giles,San Jose,USA,11/6/1961,M,$10K - $30K,M,1,Partial High School,10/15/1991,Silver,Manual,Y
5376,Freddie,Briscoe,Bremerton,USA,12/23/1930,S,$50K - $70K,M,1,Bachelors Degree,6/2/1993,Bronze,Management,N
5377,Josephine,Vuong,Oak Bay,Canada,2/2/1935,S,$70K - $90K,M,2,High School Degree,5/26/1994,Normal,Management,N
5378,Mary,Porter,Oak Bay,Canada,8/13/1954,S,$30K - $50K,M,1,Partial College,3/6/1992,Silver,Skilled Manual,Y
5379,Ann,Valdez,Puyallup,USA,10/24/1968,S,$50K - $70K,F,1,Partial College,5/6/1990,Bronze,Skilled Manual,N
5380,Sara,Becher,Long Beach,USA,1/5/1936,S,$90K - $110K,M,3,Graduate Degree,4/16/1993,Bronze,Professional,N
5381,Cynthia,Higgins,San Andres,Mexico,5/11/1914,M,$110K - $130K,F,3,High School Degree,8/16/1991,Golden,Professional,Y
5382,Dora,Castro,Colma,USA,11/2/1951,M,$70K - $90K,F,2,Graduate Degree,3/27/1991,Bronze,Management,N
5383,Jeff,Hampton,Spring Valley,USA,9/7/1931,M,$50K - $70K,F,2,Bachelors Degree,4/24/1990,Silver,Professional,Y
5384,Renee,Beret,Westminster,Canada,9/28/1922,S,$30K - $50K,F,2,High School Degree,5/7/1991,Bronze,Manual,N
5385,Wanda,Banks,Lynnwood,USA,11/22/1932,M,$150K +,M,2,High School Degree,5/7/1992,Golden,Professional,N
5386,Ramona,Cortese,Victoria,Canada,8/21/1915,M,$50K - $70K,F,1,Bachelors Degree,10/23/1992,Bronze,Professional,N
5387,Jessica,Calkum,Pomona,USA,11/19/1933,S,$30K - $50K,F,1,High School Degree,9/16/1990,Bronze,Manual,Y
5388,Kimberley,Abo,Lake Oswego,USA,2/4/1922,M,$70K - $90K,M,4,High School Degree,12/25/1994,Bronze,Management,Y
5389,Tom,Wynne,Burbank,USA,9/9/1917,S,$30K - $50K,F,1,High School Degree,4/2/1993,Bronze,Skilled Manual,Y
5390,Lorna,Lowery,Seattle,USA,11/2/1969,S,$130K - $150K,F,4,High School Degree,4/12/1991,Bronze,Management,N
5391,Margarita,Starr,Santa Anita,Mexico,11/5/1966,M,$70K - $90K,F,0,Bachelors Degree,1/1/1994,Bronze,Professional,Y
5392,Doris,Ishizu,Berkeley,USA,8/19/1967,S,$50K - $70K,M,4,Bachelors Degree,6/10/1992,Bronze,Professional,N
5393,Lucille,Mastin,Newport Beach,USA,6/24/1934,S,$50K - $70K,F,0,Bachelors Degree,3/16/1991,Bronze,Management,N
5394,Yolanda,Barajas,Newport Beach,USA,11/16/1927,M,$30K - $50K,M,4,High School Degree,12/6/1990,Golden,Manual,Y
5395,Maria,Armstrong,Concord,USA,7/13/1961,S,$10K - $30K,F,2,Partial High School,11/3/1990,Normal,Skilled Manual,Y
5396,Virginia,Trumbull,Portland,USA,9/2/1973,S,$10K - $30K,M,3,Partial High School,6/11/1991,Normal,Skilled Manual,N
5397,Rebecca,Taylor,Anacortes,USA,9/5/1913,S,$30K - $50K,M,2,High School Degree,6/8/1990,Bronze,Manual,N
